Symbol,% GC
BANP,51.17
TCERG1,36.35
KIF3C,48.25
GOLGA3,53.6
KIAA0408,35.04
TSGA13,42.84
CLDN19,59.56
ANKFN1,39.74
KLF14,56.14
P3H1,50.04
MET,39.1
C6orf58,35.52
RAB10,40.63
GRM4,56
NOG,59.17
GAREM2,58.43
KCNJ12,58.04
BLM,40.73
CALN1,43.35
KCNJ18,57.72
ARMC9,45.71
LRRC4,56.07
CACNA1G,56.94
LEP,49.04
LINC02218,38.75
H3Y2,54.68
STPG1,44.09
H3Y1,58.15
SPOCK1,42.8
TRPS1,35.81
BEAN1,50.58
TSPAN13,39.01
KLHL3,42.71
AGR2,38.42
ALKBH6,56.33
USP7,46.42
RCAN3,42.26
AGR3,35.18
SMIM29,60.12
PCDHA4,40.01
PPP3CC,39.2
MARCHF6,39.32
NCMAP,47.93
NUDT3,42.12
FURIN,58.5
HMGA1,57.83
KRBA1,57.32
ASH1L,41.42
ECSIT,50.88
MTCL3,39.48
TTBK1,56.24
FNTA,42.58
RASAL1,51.7
ISG20,51.94
HIVEP2,38.72
ZNF467,59.66
AP3B2,49
BOLA2,61.15
ANKRD33B,47.64
BOLA2-SMG1P6,43.95
ZNF862,48.91
NUTF2,51.11
SLIT3,45.01
EXOSC5,52.35
OR9A2,44.8
HGSNAT,44.1
RPS10-NUDT3,43.33
OR6V1,53.08
KCNH2,59.57
MCEMP1,54.63
COG4,47.23
RPS10,47.38
EVI5L,58.04
PGR,37.72
POMC,51.16
TXLNA,50.29
R3HDM2,43.17
COL4A4,41
POTEA,37.05
PACSIN1,51.35
RSPH10B,48.15
ELAVL1,52.21
SMIM23,41.85
SELENOP,39.07
PPDPFL,38.86
IQCC,55.31
UNC13A,52.17
SPDEF,57.98
FAM167B,60.18
NEU4,65.72
MARCKSL1,63.72
TSSK3,54.7
ILRUN,41.83
GRAMD1B,45.8
DLGAP2,47.91
PMS2,45.29
NDUFA4L2,62.05
FOXP4,54.72
EPHB1,44.82
SLC16A4,40.4
SNRPF,39.08
PAN2,47.67
RTP5,65.65
FAM240C,60.04
HNRNPH1,45.97
POMK,44.38
MAP1S,57.53
COL6A3,44.57
FAM241A,37.3
NKX6-1,53.12
CLEC16A,48.06
EFCC1,52.64
CDS1,38.31
WDFY3,36.92
ARPP21,36.61
LAMTOR5,42.55
SOD2,42.3
PHF20L1,34.77
YTHDF2,43.57
FBXO31,51.99
B3GNT3,52.78
MAP1LC3B,47.5
LIMA1,42.31
TMEM200B,64.51
INSL3,53.07
CAMK2D,36.23
MECR,48.2
GDF15,51.93
TAP2,43.79
LCMT1,45.35
ELL,55.51
ENPP2,39.28
KCNN1,54.7
GPRC5D,43.12
INHBE,53.48
MMP13,36.43
AQP8,50.27
HLX,54.52
CAPRIN2,39.6
ZKSCAN2,43.05
MARK1,37.11
SLX1B,59.94
FSD2,43.96
DES,55.28
ZNF530,46.12
EPS8L2,59.66
ZNF606,45.01
C2,49.87
WHAMM,41.55
SENP8,40.36
HNRNPA1L3,40.9
SCN2A,35.7
PKD1,63.1
EIF2AK1,44.67
GRAMD2A,49.41
ZNF566,40.96
MAML1,47.65
LTC4S,67.09
ZNF433,43.28
PARP6,43.94
USP42,45.54
C1orf115,47.84
LETM2,44.57
MGAT4B,64.04
TEX101,47.43
DARS2,40.57
LYPD3,56.84
AP4M1,57.02
ETHE1,48.57
KRTAP5-4,58.59
KRTAP5-11,47.04
CIMAP1A,60.18
ZNF575,54.5
KCNK12,49.02
ZNF541,48.41
INKA2,43.96
FBXO11,39.63
PSMD13,43.98
RAB7B,48
GGN,64.94
FER1L6,41.6
SPRED3,56.25
ZBTB38,42.29
TCF24,41.46
TSTD1,60.06
COPS5,39.82
SQSTM1,54.99
ZNF600,44.82
ZNF320,43.61
USF1,50.71
EIF2AK3,40.39
NFILZ,48.85
NKPD1,61.47
TASOR,38.72
CELF6,48.5
LDHAL6A,41.58
KLK5,50.94
RAB26,58.26
ARFGEF1,38.38
RAD51AP1,36.4
TRIM3,48.68
MRNIP,49.4
ARHGAP30,49.52
ARID3B,46.65
KLK6,53.29
TRAF7,63.76
AGBL1,39.11
CRYGN,57.73
SELENOH,50.34
RHEB,42
GRK7,44.97
MDK,66.26
NECTIN4,52.52
TMOD2,41.49
CERKL,36.94
SLC6A6,52.21
KLK7,55.8
KLHDC9,56.24
CEP43,41.04
PRKAG2,48.92
DYRK4,42.77
PFDN2,44.06
CLN6,47.26
TNNI2,65.11
NIT1,49.13
SAMD4B,49.8
ZNF707,56.38
EBF1,39.97
AKAP3,38.99
CASKIN1,64.94
SCYL1,57.59
UTRN,38.01
GPR108,60.34
OSTN,36.16
NEUROD1,38.17
NDUFA9,39.57
GMPPA,57.41
FILIP1L,38.55
MLST8,61.93
DEDD,46.36
TERB2,37.51
COPG1,48.18
KCNIP1,46.29
INSYN1,55.78
EXD1,43.99
GALNT8,43.82
PLA2G4B,60.49
DAXX,54.16
STMP1,43.1
KCNA6,56.51
KCNA1,47.17
ZNF280D,34.78
CTSE,43.82
HMCES,44.53
SLC13A4,46.8
DPY19L2,36.31
CCDC166,71.89
GABRP,45.34
MAPK15,64.81
COQ8A,53.68
SP3,38.54
SIGLEC14,47.82
FAM83H,64.47
SRGAP1,39.52
OVOL3,56.44
CBARP,70.01
FAM180A,46.32
DST,38.08
SCRIB,62.82
MBD4,39.91
MTPN,36.4
PHLDB1,54.3
PTH2R,37.4
ZC3HC1,44.44
ZNF888,45.65
OSCAR,53.07
CLCN3,37.1
TMT1A,42.86
AKIRIN1,43.8
PLCXD3,37.33
UGT1A3,43.22
TRIB2,47.65
ATF1,41.92
TENT2,36.26
UGT1A8,41.09
BCL2L10,52.23
NDUFS5,46.54
KLHDC10,40.13
NEDD4,38.49
TMPRSS12,39.05
TMEM209,37.56
HIGD1C,43.19
UGT1A5,43.89
LRIF1,36.39
RHO,54.98
FAM90A1,54.22
H1-8,53.71
FAM98C,54.97
UGT1A7,42.62
MYL6B,53.91
DENND2D,49.53
PLXND1,58.3
RAB6D,40.28
IGKV1-6,50.99
SSMEM1,39.82
IGKV3-7,50.49
IGKV1-8,49.71
FSTL4,46.68
IGKV1-9,49.81
IGKV3-11,49.91
FLNC,60.85
IGKV1-12,50.38
IGKV3-15,50.74
SPC24,53.53
IGKV1-16,48.31
IGKV1-17,49.5
IGKV3-20,51.11
IGKV6-21,43.18
CRMP1,48.99
IGKV2-24,45.5
IGKV1-27,48.02
IGKV2-28,43.32
IGKV2-30,48.28
AICDA,41.52
IGKV1-33,47.83
IGKV1-37,50.38
KLK4,55.26
IGKV1-39,49.43
KDM3B,43.14
IGKV2-40,53.18
IGKV1D-39,48.6
CHI3L2,44.64
IGKV1D-37,49.27
IGKV1D-33,48.58
IGKV2D-30,47.87
IGKV2D-29,45.38
IGKV2D-28,43.25
IGKV2D-26,46.73
IGKV2D-24,45.74
IGKV6D-21,43.62
IGKV3D-20,52.06
IGKV6D-41,44.37
IGKV1D-17,50.68
IGKV1D-16,49.11
IGKV3D-15,50.09
PAK4,56.17
IGKV1D-13,51.2
IGKV1D-12,49.8
IGKV3D-11,51.22
IGKV1D-42,48.88
IGKV1D-43,51.45
IGKV1D-8,50.61
IGKV3D-7,49.02
CNTNAP5,38.92
CEP63,38.86
NRBP2,61.09
ETF1,42.99
WNT11,57.84
LAIR2,49.25
FOXJ2,47.53
NBEAL1,37.74
LILRA2,46.15
FOLR2,48.88
C3AR1,41.16
NECAP1,41.12
TMPRSS11F,35.71
DRAM2,37.87
TMPRSS11B,35.41
BRICD5,65.82
KIF9,48.45
NSMCE3,41.77
SH3RF2,42.22
METTL8,39.4
PGP,61.33
EPPK1,67.43
APBA2,48.63
E4F1,61.59
SHE,45.3
YTHDC1,35.4
PRSS1,51.96
PARP10,54.62
LILRA1,50.59
PLA2G2C,51.14
PLAC8L1,41.07
STK31,37.43
P2RX3,50.22
PPP1R1C,36.58
LARS1,38.64
ARNT,41.19
LILRB1,48.53
SORD,45.27
INPPL1,58.53
ASPRV1,55.8
SULT1C3,38.48
IL37,49.27
TMPRSS11E,36.69
DNASE1L2,68.65
DUOX2,54.78
ACSL1,44.71
CLEC4A,41.2
NCOA1,37.19
ECI1,55.22
DUOXA2,58.67
KIR3DL3,48.9
GPR171,36.86
CD44,41.56
P2RY14,39.33
ZNF705A,41.25
DUOX1,52.9
GRINA,66.67
GPR87,39.86
PUS7L,35.89
P2RY13,37.46
KIR2DL3,48.09
P2RY12,35.65
IGSF10,40.18
KIR2DL1,48.33
TOPAZ1,36.64
RNPS1,49.16
SPATC1,51.34
ZNF117,38.89
TCAIM,39.47
ERV3-1,45.72
OPLAH,65.95
TWF1,33.94
GNA12,46.49
C2orf81,53.24
FCAR,47.46
HYCC2,39.16
EPHB6,52.35
IRAK4,37.41
CYC1,63.29
SHARPIN,60.75
PARP1,46.86
PROC,57.68
ABHD11,60.02
WDR97,63.49
TRA2B,38.67
LILRB4,47.12
CDIN1,37.44
LIMS2,56.36
MEPCE,58.85
HGH1,64.55
HNRNPA2B1,41.39
TP53INP1,42.48
RARRES1,43.74
FAR2,38.9
VCPIP1,39.76
NLRP8,44.14
C8orf44-SGK3,40.75
MFSD1,40.83
ERGIC2,34.04
NLRP5,45.53
HIGD2B,44.05
SGK3,40.12
ADPGK,43.5
ZSCAN5B,49.53
PLRG1,34.62
CEACAM18,49.37
NDUFS2,49.67
FFAR1,57.87
C3,51.26
TM6SF1,43.49
FAM234B,43.2
FGB,36.1
KRT80,55.71
BNC1,41.77
MAPKBP1,49.09
KRT7,54.34
FGA,39.96
HAUS5,54.42
FOXP1,41.11
PLLP,51.12
OR8H1,33.46
MYBPC3,57.91
FGG,37.19
RAB11FIP3,52.85
RBM27,38.67
KRT86,49.75
GPR17,59.4
KRT81,58.16
ALMS1,38.69
MCMDC2,39.72
ABLIM3,44.42
KRT83,53.87
RBM42,53.79
CAPN15,65
FGF2,38.75
KRT85,54.51
FGFR3,65.83
KRT84,50.99
HDAC4,51.33
KRT82,52.57
MYO7A,55.05
PRR35,68.26
KRT75,49.26
ONECUT1,46.01
RBFOX1,42.38
KRT6B,50.89
QDPR,45.07
KRT6C,50.91
SPG11,41.27
FBXO25,41.96
KRT6A,50.07
SMIM14,41.4
ETV2,64.89
KRT5,50.81
PRDX1,46.41
UBE2K,41.99
AFAP1L1,46.21
SPEGNB,63.33
ID2,49.24
KRT71,53.68
TRHR,37.64
KRT74,52.82
ENY2,37.11
COX6B1,48.83
MBOAT2,40.14
PDS5A,40.35
KRT72,46.6
ZNF451,36.73
GRPEL2,41.28
NASP,42.9
UPK1A,52.7
KRT73,52.12
PCYOX1L,50.1
KCNE4,39.93
NUDCD1,36.54
ACP5,58.21
KIDINS220,38.39
GRIP1,38.59
IL17B,48.59
SLC36A1,42.72
MIOS,36.45
ANKRD46,39.74
KLK8,53.21
GLCCI1,36.7
N4BP2,40.53
SNX31,42.91
HPX,47.81
TBC1D14,49.5
COL9A1,38.04
MED16,62.67
RNF145,36.97
PABPC1,40.75
CNTN5,35.04
TRGV11,41.25
TRGV10,44.16
SUMF2,49.29
TXNRD1,42.37
CFAP184,57.87
TADA2B,56.73
PRDM9,37.92
GRPEL1,47.28
CCDC17,58.1
PSAPL1,60.55
RAB33B,41.25
TIFA,40.4
MSANTD5,51.29
NAV2,44.51
GRIA2,34.52
WWC1,46.59
GPBP1L1,41.19
YIPF4,41.21
OVCH1,37.28
TTC27,39.46
AZU1,58.64
SLC26A8,42.4
PHKG1,54
TMEM69,43.75
PRTN3,58.03
SLC12A4,56.91
SLC39A1,52.3
MVK,52.45
ATG16L1,45.33
KLK15,54.06
CHCHD2,46.23
RARS1,39.43
NUPR2,54.75
SERBP1,38.87
MRPS22,42.82
CFAP144P1,52.19
GUSB,51.96
PROSER3,53.86
EYA4,36.96
EMC2,34.69
TAS2R7,40.05
TAS2R8,35.68
TAS2R9,39.72
PRR4,40.2
ASL,54.28
TAS2R13,35.92
PRH2,38.25
FBLL1,69.02
PANK3,37.52
KCNK9,52.02
TIMELESS,46.65
CGB1,63.3
NTF4,57.14
MIER1,36.15
SHD,54.05
OSMR,40.64
CHRAC1,47.59
EIF2A,37.63
TMIGD2,53.95
STARD5,48.35
FSD1,54.72
TMC3,42.93
EIF3E,37
RICTOR,35.53
STAT2,47.82
NGRN,46.83
FAH,49.96
TMPRSS9,52.45
NUCB2,41.44
SAG,48.72
VILL,55.98
R3HDM4,58.93
CRCP,45
SMLR1,41.78
PDCL2,39.02
EPB41L2,38.6
NMU,38.09
KISS1R,69.78
PANX1,43.15
DGKD,47.77
GNAT3,34.32
GPR83,44.97
GRM3,36.97
MRPL3,35.94
SLC45A1,52.21
ELANE,58.58
DPP3,52.26
CTXND1,43.36
MTERF1,38.4
DUT,39.96
EXOC1L,35.98
GMIP,56.13
KIF17,52.54
EXOC1,34.98
TFPI2,38.19
TNFRSF1A,54.08
MAZ,66.53
GNG11,38.37
BET1,35.67
CPNE4,38.99
NPY,43.41
CYCS,42.41
NEB,38.81
SPMIP4,40.31
UCHL5,35
RFX7,37.42
ZNF263,47.36
ATP13A1,57.96
CEP135,37.81
METTL9,42.83
NPVF,35.97
NT5C3A,37.98
FAN1,42.81
BMAL2,39.27
MOSMO,39.3
SORBS2,40.39
C11orf91,54.09
FBXO3,37.03
VWA3A,46.72
MATCAP2,39.55
ZNF101,46.28
ZNF14,42.04
VWA5B2,59.05
ANLN,37.87
LPAR2,58.93
MTMR10,40
RPS20,41.73
RTN2,54.11
SDR42E2,51.24
NSD1,42.57
CLEC18A,57.08
IHO1,45.92
PLEKHA2,46.53
OR10A6,36.09
OR5B12,35.62
OR51V1,45.78
OR8K3,32.44
TMEM202,41.11
CCDC92,47.49
OR9G4,39.65
SRD5A1,44.39
MYH15,38.87
AMPD3,44.29
AOAH,41.6
HEXA,45.75
SMIM1,65.06
HTRA4,45.86
ZNF664,44.11
RNF19B,44.5
SMN2,42.19
TM2D2,42.34
OPA3,49.77
GPR4,53
ZNF582,40.84
ADAM32,37.69
KCNH3,57.69
GMEB1,45.92
PODXL2,48.63
TP53TG3F,49.2
HSPB1,59.22
ZNF846,45.78
IGHV3OR16-12,50.66
ABTB1,60.37
FAM220A,48.26
IGHV3OR16-13,51.12
IGHV3OR16-17,50.67
TMED4,48.39
MCRS1,55.11
BET1L,48.35
CC2D1B,51.23
CFD,63.39
SPDYE3,50.63
WWP2,45.59
PDE4D,37.37
HUS1,43.81
INPP4B,36.41
GAS2,36.06
MOGS,57.9
JAK3,54.93
KBTBD12,39.28
IL1R2,44.63
MGLL,44.86
OR2A2,50.05
DAB1,40.83
TERF1,36.99
H2AX,66.83
CLDN15,59.59
APLNR,55.23
HTR3B,42.72
RPL18A,58.25
GGH,39.09
WDR12,39.19
HCLS1,41.45
LRRC8B,38.63
FIS1,51.92
BTBD8,38.18
FYN,42.42
PRPF40B,47.42
IFITM2,55.22
TP53TG3C,49.18
CSPP1,38.01
IFT22,48.92
NPIPA8,47.49
SLC5A5,52.66
ZNF710,50.7
SUMO1,41.66
ANAPC15,52.32
IDH2,52.49
ZC3H11A,40.74
IQCB1,36.52
ZNF44,43.35
NOMO2,46.04
FAM149A,43.92
PTPRZ1,35.6
NCR1,49.21
ZNF774,45.42
FAM186B,47.62
NOP58,41.15
IQGAP1,40.76
FMNL3,48.38
EAF2,36.14
NLRP2,49.09
SLC15A2,39.94
BMPR2,41.12
OR5P3,36.88
HPS5,39.75
GABBR1,45.01
KAT6A,38.89
ARL6IP4,65.56
FAM117B,39.58
PRDM8,47.9
GP5,52.52
CAP1,43.27
NPIPA1,53.53
MYLK,45.34
ZNF512,41.21
SPINT1,53.63
FGF5,37.23
CC2D2A,40.21
NTAN1,47.6
RDH13,52.13
CADPS2,36.56
CCDC121,42.37
GTF2H1,40.71
GPN1,41.23
C1S,45.02
KIR2DL4,47.97
CLK3,54.25
RRN3,42.08
PLAT,48.7
DEPDC1B,38.63
CDV3,42.48
SAA1,50.35
HOXC13,48.94
SUPT7L,41.28
HOXC12,58.16
EPHB2,51.95
SRCAP,49.63
HOXC11,55.98
POU2AF1,45.99
HOXC10,52.92
TOPBP1,37.94
HIF3A,50.2
HOXC6,53.61
FLYWCH2,51.45
HOXC9,56.89
CALML4,50.67
RNF133,40.27
RNF148,41.35
ADRA2B,61.15
HOXC8,51.76
LAYN,44.3
TAS2R16,42.23
NPW,55.12
SLC13A1,35.73
MAP4K3,36.89
ORAI1,52.99
TGFBI,48.91
SH2D7,48.94
MYO1H,43.12
NPIPB9,45.96
NAA15,39.06
NPIPB12,46.93
SERINC4,49.71
NINJ2,48.05
NOL3,58.11
FKBP4,51.53
SIK2,39.63
TBC1D2B,47.99
SPINK8,40.63
VPS35L,45.1
SHOX2,46.2
BTG4,37.77
ITFG2,50.2
HOATZ,36.93
ATP13A5,39.46
CDK11B,51.91
ENTREP2,43.61
TMEM86A,51.95
PPP5C,50.7
IGSF22,50.45
ANKRD63,61.54
SMAD5,37.17
CSK,56.61
NRIP2,51.39
ROBO1,35.1
TEX52,51.93
FOXM1,48.09
PTPN5,50.02
AQP12A,62.56
POLB,40.44
SPMAP2L,40.67
IMMT,41.28
SPINK2,44.64
RHNO1,47.54
GDPGP1,49.09
CCDC8,59.3
SMIM32,66.73
TULP3,44.99
FAM90A27P,48.77
PRRC2A,53.44
GALNTL6,36.53
ZSCAN4,41.56
CCNH,35.03
FEM1A,55.13
TICAM1,52.44
PLIN3,52.34
UNC13C,36.07
C3orf49,38.2
ZNF732,38.11
MRGPRX2,44.55
MRGPRX1,44.9
ZNF141,40.31
OR5H15,34.33
KCNMB2,37.71
JAM3,41.93
TEAD4,51.6
ZNF721,41.11
UHRF1,52.99
SRGAP3,45.29
PEAK1,38.12
GYPB,37.19
SPSB3,64.01
DKK4,45.12
ATOSA,37.21
VDAC3,40.44
TSPAN9,52.13
VPS26B,48.36
PRMT8,45.94
UGT2B28,32.53
PARP8,35.7
CLK1,41.73
GRM1,37.18
CAPS2,35.15
THYN1,43.95
CPNE9,48.54
UQCR11,56.29
KIFC3,50.69
FUT3,51.91
UGT2B4,36.28
TRMT12,43.63
WDR88,48.81
TATDN1,40.76
CAB39,40.78
UGT2A1,34.09
DUOXA1,49.2
LRP3,54.7
ZNF445,44.45
XIRP2,36.19
SLC7A10,57.8
CTBP1,61
NKTR,37.52
ACAD8,47.77
CEBPG,43.83
RAB32,38.94
LINGO3,59.31
PRODH2,51.56
HMGN3,38.56
SMCO2,40.42
UNG,46.58
PET100,56.06
ACOT11,51.2
PLG,40.45
ATF2,36.05
STXBP2,61.19
GLB1L3,44.4
RASA2,36.35
IMP3,52.2
B3GAT2,39.9
CPEB1,42.56
AKR1A1,49.1
AKAP7,38.28
OR8S1,49.84
OR5T3,38.91
OGFOD2,59.54
OR52E5,37.61
CFAP299,35.74
DEAF1,53.33
TAFA1,38.15
NDUFB9,45.43
SELENOK,40.02
BMP3,37.48
PRKG2,37.17
SCAP,48.04
TCF19,51.38
KCNT2,33.86
PCMT1,41.51
MTSS1,45.65
PEPD,53.89
PATL2,42.91
BMPR1B,36.7
SH2B1,51.11
SHANK2,51.53
VEGFA,56.4
OR4F3,45.73
GOLGA8B,47.06
SHISA5,50.15
PCDHB8,46.68
TAF11L5,58.29
TAF11L3,57.96
TAF11L7,58.46
TAF11L8,58.12
OR5BS1P,43.12
TAF11L13,56.62
TAF11L4,58.12
TAS2R10,36.23
TAF11L6,58.12
TAF11L10,58.29
POLE,50.85
TAF11L9,58.46
TAF11L2,54.44
TAF11L14,53.54
APC,37.62
FTO,40.2
UNC5C,37.41
CCDC174,42.27
TMCO5A,37.96
SLC6A3,54.61
IZUMO1R,54.58
PHF7,45.17
NCAPD3,43.35
EIF4E,39.01
GOLGA6L4,48.07
CPPED1,44.39
GSR,44.66
DIS3L,42.92
CTSK,42.99
SHISA9,43.22
NIF3L1,41.02
LNPEP,37.19
HMGB4,45.45
NPIPB7,46.01
TRIM62,51.85
WWOX,42.64
METAP1,39.07
WDR6,56.28
LMBR1L,51.85
CYP20A1,42.27
CTSS,39.37
TIPIN,44.04
LIX1,39.26
SHCBP1,39.22
ADH5,40.37
IL31RA,42.13
MAP2K1,44.71
VPS35,38.86
TKT,54.36
UBXN8,44.55
FAM187B,54.92
ADH4,37.53
USF2,57.37
ORC6,44.16
LIN9,39.7
OS9,46.85
PPP2CB,41.95
NCKAP5,39.3
SNAPC5,44.44
ADH6,37.38
MYLK3,46.64
RPL4,42.06
THAP4,49.66
ABHD14A,54.77
TEX15,36.72
AP2A2,53.11
ADH1A,35.59
CHST13,54.54
TNIP1,50.01
C16orf87,36.81
ADH1B,35.81
CIP2A,34.15
POTEE,38.96
TMEM71,40.01
GPT2,51.98
ADAM9,37.5
PRAMEF27,48.1
ADH1C,35.58
HNRNPCL2,46.09
DNAJA2,42.53
HNRNPCL4,43.95
RBMXL1,41.18
CRBN,37.25
CFLAR,44.35
ZWILCH,40.27
HAMP,54.11
GBP1,37.94
DHCR7,51.71
PACRGL,38.27
MAG,54.41
NKAIN3,37.53
KRBOX5,38.78
DENND3,51.59
GBP2,38
ZDHHC21,35.69
CNTN3,37.26
TPD52L3,41.11
UHRF2,38.99
GBP7,37.88
KREMEN2,66.94
GBP4,38.84
LEKR1,36.07
AHDC1,56.39
DDX23,49.65
LSR,54.26
ADPRH,46.24
MAP3K7,35.83
ARHGAP11A,37.89
IQANK1,49.91
DNAH12,38.66
SETD1A,55.71
SAMD12,39.63
FGR,52.92
FPGS,53.53
FOXRED1,51.12
RBMS1,39.2
EMG1,48.27
SLC39A14,48.27
TSPAN4,65.02
POLR2H,52.78
BRD7,39.76
DDX51,60.46
GREM1,41.45
CEACAM21,44.66
GOLGA8H,48.94
IFI6,50.06
NOC4L,63.76
NPM2,48.45
SLC24A5,35.31
CNOT10,41.97
CEACAM4,54.17
INSIG2,37.96
CTXN2,36.08
EP400,47.45
CEACAM7,47.85
SLC12A1,37.89
SNRNP25,54.76
HNRNPCL3,43.65
THSD7B,37.67
CEACAM5,47.01
IFI44L,34.5
SELENOI,42.64
FGF17,60.37
WFIKKN1,66.98
METTL26,67.84
SPAG16,35.89
CEACAM6,45.91
KCNIP4,37.71
ADGB,35.78
FHIP2B,57.18
CEACAM3,50.96
CYB561D1,52.44
DNM1L,38.21
AMIGO1,53.23
GNAT2,44.55
LYPD4,48.4
EFHD1,48.71
FBXL16,64.23
DMRTC2,52.25
PTGS2,36.06
MST1,60.67
MSLNL,61.12
TAF10,52.53
RPUSD1,67.17
HR,61.32
POTEI,38.56
SGK1,42.27
RPS19,53.32
TMEM216,48.18
HOPX,42.94
DENND2B,45.03
FOXN2,36.31
DDAH1,39.19
ERFL,58.78
KCNK3,53.75
RABAC1,61.23
CHTF18,66.52
NRXN1,35.81
NGF,44.05
UTS2B,39.5
DUX4,49.56
NOC2L,59.54
SYK,44.17
ATP1A3,56.13
TMEM129,62.46
REEP4,62.11
SLC25A26,40.15
UBAP1L,48.84
CHRNA9,42.93
GOLGA8F,49.11
RBM47,43.22
PLEKHN1,62.65
HERC2,43.75
GNG13,65.52
SRRM2,52.69
HES4,74.32
LGI3,56.44
ISG15,56.44
APBB2,42.41
MRPL37,48.9
MOBP,40.07
BMP1,53.83
SERPINC1,46.27
TLNRD1,55.36
COG2,39.42
MEGF11,48.98
NPEPPS,41.3
ZNF213,53.46
MED12L,38.85
GJA1,40.24
CD79A,58.79
BTN2A1,45.31
CCDC88A,36.44
TRIM72,54.89
BCL2L12,54.34
RUSF1,51.18
CAPN9,47.85
INAFM2,55.89
PHGR1,53
DISP2,53.06
ABT1,47.72
ZNF322,37.34
BAHD1,53.78
C1orf198,47.8
CHST14,61.75
H2BC4,41.09
CBLN1,56.88
IVD,51
PSME3IP1,41.93
SETD2,40.27
STXBP5,34.42
IFI44,35.31
DNASE2,52.81
KIF20A,45.25
TDRD10,47.53
MYO5A,39.93
TMEM33,35.28
TEX38,48.86
ELOF1,55.91
SBF2,38.48
EFCAB14,40.28
GFRA3,47.44
CDH5,49.51
FAM153A,44.31
CRX,49.03
ADAMTS3,35.8
HTR3C,49.5
TPRX1,51.1
FCHO1,53.75
HTR3E,47.5
PSEN2,48.2
TLE3,52.15
IL22RA2,41.63
AFP,34.51
RABEP1,41.34
TERB1,39.87
PHYHIP,56.62
TMEM244,37.36
ARG1,38.97
POLR3D,49.41
IFNG,35.99
AFM,36.25
NAE1,46.31
ABCF3,51.76
PPEF2,43.45
RPAIN,45.34
IL26,36.28
FAM153CP,46.57
IL22,39.88
FCRLA,46.05
MED23,36.18
MDM1,38.66
F11,40.07
PIWIL2,42.77
DUSP12,39.87
ASCL3,42.53
OR51F1,44.27
VPS11,48.76
TRAF5,44.65
C1QBP,46.67
ABLIM2,54
DHX33,45.78
SETD5,39.13
RFLNA,47.18
CDO1,39.78
SLC30A1,40.58
HOXC4,51.68
RD3,51.08
POU2AF2,40.84
HOXC5,59.86
SMUG1,50.76
POU2AF3,45.24
ATG12,36.6
ATF6,37.99
ACOX3,51.93
DDX10,37.41
DERL2,41.38
ENPP3,38.13
AP3S1,36.59
COX6C,40.71
RNF26,59.18
PRH1,36.54
C1QTNF5,68.48
MIS12,44.08
TAS2R14,36.14
MFRP,61.17
TAS2R50,38.5
TAS2R20,35.15
TAS2R19,40.52
NUP88,42.72
TAS2R31,40.45
TAS2R46,38.71
TAS2R43,38.95
TAS2R30,35.98
SMIM10L1,38.96
TMDD1,73.33
SCN8A,41.03
USP2,54.63
PRRC1,36.28
RABGGTB,37.85
RMDN1,38.38
CA7,55.32
TNXB,54.31
PDP2,48.25
ABHD18,39.8
RRAD,59.85
PDGFC,36.03
CIBAR2,53.72
ZG16B,53.23
THY1,55.73
MSH4,37.01
TAF11L11,49.02
TAF11L12,49.48
PRSS22,59.35
TRIM61,40.74
FRG1,35.9
CPNE3,37.62
DENND1B,34.32
DRC12,51.03
HYDIN,41.1
MYEOV,51.46
GCNT2,43.51
FRG2,44.31
CCND1,58.63
DHX40,39.62
IQSEC3,52.3
ABCC5,44.68
LTO1,53.52
SLC35A4,53.71
LIMCH1,40.5
SLC6A12,52.8
SYCP2L,40.47
CNGB3,38.24
IRX1,59.15
SOST,55.36
DUSP3,50.9
CRB1,36.53
CENPK,37.27
CFAP97D1,43.57
FGF19,53.54
MPP3,48.95
NEDD9,43.09
FGF4,55.25
CXCR5,54.2
SFTPC,55.04
BCL9L,59.41
UPK2,51.76
DNAH8,39.11
FOXR1,49.33
FAP,36.7
CD300LG,52.7
SLC6A13,47.19
CALB2,49.04
HMBS,50.74
MPL,48.16
LPCAT4,52.14
ABRA,40.24
CDRT4,45.98
FZD3,36.28
PPWD1,36.46
TVP23C-CDRT4,44.17
KDM5A,39.44
TVP23C,42.63
CDC20,52.17
ARNT2,45.48
INTS9,42.01
CACNA1H,65.09
CUL3,37.23
HTR3D,47.47
DVL3,52.92
RDM1,43.27
CCDC77,43.8
ELOVL1,58.76
SNRPA1,42.28
TRIM23,37.19
MYT1L,44.5
ZFAND3,39.2
AP2M1,54.09
SOX5,35.87
IKBKB,48.26
CYP1A1,51.21
BTBD9,40.63
TRAPPC13,36.81
MED8,46.78
LYZL6,46.5
TGM5,46.32
CCL16,48.47
CCL14,50.85
GLO1,39.8
OR4M2,36
GOLGA6B,49.35
CCL15-CCL14,44.83
SLC22A2,41.52
CCL15,46.46
AMPD2,56.74
CCL23,41.33
SLC22A3,41.65
ATP10A,46.51
LPA,42.03
CCL18,44.45
CCL3,52.19
SHLD3,38.39
MAP3K4,38.79
SGTB,39.79
ACTRT3,48.16
CCL4,48.52
MYNN,36.36
TBC1D3B,59.93
DELE1,48.18
PMCH,32.95
KNSTRN,44.91
LRRC34,38.9
IGF1,39.7
CCL3L3,52.7
